"134994","Katja Ziliox (-Burbach)","F",18,175,65,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Backstroke",NA
"134995","Dainis Zltis","M",26,NA,83,"Latvia","LAT","1996 Summer",1996,"Summer","Atlanta","Weightlifting","Weightlifting Men's Light-Heavyweight",NA
"134996","Diana ilit","F",20,162,61,"Lithuania","LTU","1996 Summer",1996,"Summer","Atlanta","Cycling","Cycling Women's Road Race, Individual",NA
"134996","Diana ilit","F",24,162,61,"Lithuania","LTU","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Women's Road Race, Individual","Bronze"
"134996","Diana ilit","F",24,162,61,"Lithuania","LTU","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Women's Individual Time Trial",NA
"134997","Josef Zilker","M",21,NA,NA,"Austria","AUT","1912 Summer",1912,"Summer","Stockholm","Cycling","Cycling Men's Road Race, Individual",NA
"134997","Josef Zilker","M",21,NA,NA,"Austria","AUT","1912 Summer",1912,"Summer","Stockholm","Cycling","Cycling Men's Road Race, Team",NA
"134998","Christian Zillekens","M",20,179,68,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
"134999","Bruno Wilhelm Zilliacus","M",30,NA,NA,"Finland","FIN","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Shot Put",NA
"135000","Karl Zillibiller","M",22,NA,NA,"Germany","GER","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Men's Downhill",NA
"135000","Karl Zillibiller","M",22,NA,NA,"Germany","GER","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Men's Slalom",NA
"135001","Pascal Zilliox","M",30,175,56,"France","FRA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Marathon",NA
"135002","Eileen Zillmer","F",15,170,49,"West Germany","FRG","1968 Winter",1968,"Winter","Grenoble","Figure Skating","Figure Skating Women's Singles",NA
"135003","Laima Zilporyt","F",21,168,60,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Women's Road Race, Individual","Bronze"
"135003","Laima Zilporyt","F",25,168,60,"Lithuania","LTU","1992 Summer",1992,"Summer","Barcelona","Cycling","Cycling Women's Road Race, Individual",NA
"135004","Josef Ziltener","M",37,178,80,"Switzerland","SUI","1968 Summer",1968,"Summer","Mexico City","Shooting","Shooting Mixed Rapid-Fire Pistol, 25 metres",NA
"135005","Alfred Zima","M",20,NA,NA,"Austria","AUT","1952 Summer",1952,"Summer","Helsinki","Boxing","Boxing Men's Flyweight",NA
"135006","Denis Zimba","M",24,NA,60,"Zambia","ZAM","1996 Summer",1996,"Summer","Atlanta","Boxing","Boxing Men's Lightweight",NA
"135007","Raivis Zmelis","M",29,186,79,"Latvia","LAT","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon Men's 10 kilometres Sprint",NA
"135007","Raivis Zmelis","M",29,186,79,"Latvia","LAT","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon Men's 12.5 kilometres Pursuit",NA
"135007","Raivis Zmelis","M",29,186,79,"Latvia","LAT","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"135008","Yevgeny Vladimirovich Zimin","M",20,173,82,"Soviet Union","URS","1968 Winter",1968,"Winter","Grenoble","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"135008","Yevgeny Vladimirovich Zimin","M",24,173,82,"Soviet Union","URS","1972 Winter",1972,"Winter","Sapporo","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"135009","Anna Zimina (-Zaytseva)","F",29,160,58,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 800 metres",NA
"135010","Andr Zimmer","M",23,NA,NA,"Luxembourg","LUX","1936 Summer",1936,"Summer","Berlin","Canoeing","Canoeing Men's Folding Kayak Doubles, 10 kilometres",NA
"135011","Kurt Zimmer","M",27,NA,NA,"Saar","SAA","1952 Summer",1952,"Summer","Helsinki","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",NA
"135011","Kurt Zimmer","M",27,NA,NA,"Saar","SAA","1952 Summer",1952,"Summer","Helsinki","Canoeing","Canoeing Men's Kayak Doubles, 10,000 metres",NA
"135012","Werner Zimmer","M",22,NA,NA,"Saar","SAA","1952 Summer",1952,"Summer","Helsinki","Wrestling","Wrestling Men's Flyweight, Greco-Roman",NA
"135013","Sabine Zimmer-Krantz","F",23,167,51,"Germany","GER","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 20 kilometres Walk",NA
"135013","Sabine Zimmer-Krantz","F",27,167,51,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 20 kilometres Walk",NA
"135013","Sabine Zimmer-Krantz","F",31,167,51,"Germany","GER","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 20 kilometres Walk",NA
"135014","Wolfgang Zimmerer","M",27,178,75,"West Germany-2","FRG","1968 Winter",1968,"Winter","Grenoble","Bobsleigh","Bobsleigh Men's Two",NA
"135014","Wolfgang Zimmerer","M",27,178,75,"West Germany-2","FRG","1968 Winter",1968,"Winter","Grenoble","Bobsleigh","Bobsleigh Men's Four",NA
"135014","Wolfgang Zimmerer","M",31,178,75,"West Germany-2","FRG","1972 Winter",1972,"Winter","Sapporo","Bobsleigh","Bobsleigh Men's Two","Gold"
"135014","Wolfgang Zimmerer","M",31,178,75,"West Germany-1","FRG","1972 Winter",1972,"Winter","Sapporo","Bobsleigh","Bobsleigh Men's Four","Bronze"
"135014","Wolfgang Zimmerer","M",35,178,75,"West Germany-1","FRG","1976 Winter",1976,"Winter","Innsbruck","Bobsleigh","Bobsleigh Men's Two","Silver"
"135014","Wolfgang Zimmerer","M",35,178,75,"West Germany-1","FRG","1976 Winter",1976,"Winter","Innsbruck","Bobsleigh","Bobsleigh Men's Four","Bronze"
"135015","John Luther Zimmerman, IV","M",28,183,83,"United States-1","USA","2002 Winter",2002,"Winter","Salt Lake City","Figure Skating","Figure Skating Mixed Pairs",NA
"135016","Robert Montague Zimmerman","M",26,NA,NA,"Canada","CAN","1908 Summer",1908,"Summer","London","Diving","Diving Men's Springboard",NA
"135016","Robert Montague Zimmerman","M",26,NA,NA,"Canada","CAN","1908 Summer",1908,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle",NA
"135016","Robert Montague Zimmerman","M",26,NA,NA,"Canada","CAN","1908 Summer",1908,"Summer","London","Swimming","Swimming Men's 100 metres Backstroke",NA
"135016","Robert Montague Zimmerman","M",30,NA,NA,"Canada","CAN","1912 Summer",1912,"Summer","Stockholm","Diving","Diving Men's Springboard",NA
"135017","Suzanne Winona Zimmerman (-Edwards)","F",23,NA,NA,"United States","USA","1948 Summer",1948,"Summer","London","Swimming","Swimming Women's 100 metres Backstroke","Silver"
"135018","Annemarie Zimmermann","F",24,170,65,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","Gold"
"135018","Annemarie Zimmermann","F",28,170,65,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","Gold"
"135019","Christian Zimmermann","M",54,NA,NA,"Palestine","PLE","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism Mixed Dressage, Individual",NA
"135020","Edith Zimmermann (-Rhomberg)","F",22,NA,NA,"Austria","AUT","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Women's Downhill","Silver"
"135020","Edith Zimmermann (-Rhomberg)","F",22,NA,NA,"Austria","AUT","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Women's Giant Slalom",NA
"135020","Edith Zimmermann (-Rhomberg)","F",22,NA,NA,"Austria","AUT","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Women's Slalom",NA
"135021","Egon Zimmermann","M",24,180,80,"Austria","AUT","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Downhill","Gold"
"135021","Egon Zimmermann","M",24,180,80,"Austria","AUT","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"135021","Egon Zimmermann","M",28,180,80,"Austria","AUT","1968 Winter",1968,"Winter","Grenoble","Alpine Skiing","Alpine Skiing Men's Downhill",NA
"135022","Josef Egon Norbert Zimmermann","M",27,NA,NA,"Austria","AUT","1960 Winter",1960,"Winter","Squaw Valley","Alpine Skiing","Alpine Skiing Men's Downhill",NA
"135023","Elfriede Zimmermann","F",NA,NA,NA,"Germany","GER","1928 Summer",1928,"Summer","Amsterdam","Swimming","Swimming Women's 200 metres Breaststroke",NA
"135024","Felicia Tien Zimmermann","F",20,165,63,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Fencing","Fencing Women's Foil, Individual",NA
"135024","Felicia Tien Zimmermann","F",20,165,63,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Fencing","Fencing Women's Foil, Team",NA
"135024","Felicia Tien Zimmermann","F",25,165,63,"United States","USA","2000 Summer",2000,"Summer","Sydney","Fencing","Fencing Women's Foil, Individual",NA
"135024","Felicia Tien Zimmermann","F",25,165,63,"United States","USA","2000 Summer",2000,"Summer","Sydney","Fencing","Fencing Women's Foil, Team",NA
"135025","Francisc Zimmermann","M",NA,NA,NA,"Romania","ROU","1924 Summer",1924,"Summer","Paris","Football","Football Men's Football",NA
"135026","Fritz Zimmermann","M",29,180,78,"Germany","GER","1960 Summer",1960,"Summer","Roma","Fencing","Fencing Men's epee, Team",NA
"135026","Fritz Zimmermann","M",37,180,78,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's epee, Individual",NA
"135026","Fritz Zimmermann","M",37,180,78,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's epee, Team",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",21,185,80,"Germany","GER","1964 Winter",1964,"Winter","Innsbruck","Speed Skating","Speed Skating Men's 1,500 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",21,185,80,"Germany","GER","1964 Winter",1964,"Winter","Innsbruck","Speed Skating","Speed Skating Men's 5,000 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",21,185,80,"Germany","GER","1964 Winter",1964,"Winter","Innsbruck","Speed Skating","Speed Skating Men's 10,000 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",25,185,80,"West Germany","FRG","1968 Winter",1968,"Winter","Grenoble","Speed Skating","Speed Skating Men's 500 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",29,185,80,"West Germany","FRG","1972 Winter",1972,"Winter","Sapporo","Speed Skating","Speed Skating Men's 500 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",29,185,80,"West Germany","FRG","1972 Winter",1972,"Winter","Sapporo","Speed Skating","Speed Skating Men's 1,500 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",29,185,80,"West Germany","FRG","1972 Winter",1972,"Winter","Sapporo","Speed Skating","Speed Skating Men's 5,000 metres",NA
"135027","Gerhard ""Gerd"" Zimmermann","M",29,185,80,"West Germany","FRG","1972 Winter",1972,"Winter","Sapporo","Speed Skating","Speed Skating Men's 10,000 metres",NA
"135028","Helga Zimmermann","F",21,167,55,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 400 metres Individual Medley",NA
"135029","Iris Tien Zimmermann","F",19,173,77,"United States","USA","2000 Summer",2000,"Summer","Sydney","Fencing","Fencing Women's Foil, Individual",NA
"135029","Iris Tien Zimmermann","F",19,173,77,"United States","USA","2000 Summer",2000,"Summer","Sydney","Fencing","Fencing Women's Foil, Team",NA
"135030","Jens Zimmermann","M",25,181,82,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Shooting","Shooting Men's Running Target, 10 metres",NA
"135030","Jens Zimmermann","M",29,181,82,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Shooting","Shooting Men's Running Target, 10 metres",NA
"135031","Jrg Zimmermann","M",21,181,75,"Switzerland","SUI","1964 Winter",1964,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
